2024-04-10 17:14:27,430;140704266442496;INFO;main.py;90;Starting number: 38873
2024-04-10 17:14:27,431;123145579655168;INFO;main.py;121;j1 is playing
2024-04-10 17:14:27,432;123145596444672;INFO;main.py;121;j2 is playing
2024-04-10 17:14:27,432;123145579655168;INFO;main.py;121;j1 is playing
2024-04-10 17:14:27,432;123145596444672;INFO;main.py;121;j2 is playing
2024-04-10 17:14:27,432;123145579655168;INFO;main.py;121;j1 is playing
2024-04-10 17:14:27,432;123145596444672;INFO;main.py;121;j2 is playing
2024-04-10 17:14:27,433;123145579655168;INFO;main.py;121;j1 is playing
2024-04-10 17:14:27,433;123145596444672;INFO;main.py;121;j2 is playing
2024-04-10 17:14:27,433;123145579655168;INFO;main.py;121;j1 is playing
2024-04-10 17:14:27,433;123145596444672;INFO;main.py;121;j2 is playing
2024-04-10 17:14:27,433;123145579655168;INFO;main.py;121;j1 is playing
2024-04-10 17:14:27,434;123145596444672;INFO;main.py;121;j2 is playing
2024-04-10 17:14:27,434;123145579655168;INFO;main.py;121;j1 is playing
2024-04-10 17:14:27,434;123145596444672;INFO;main.py;121;j2 is playing
2024-04-10 17:14:27,434;123145579655168;INFO;main.py;121;j1 is playing
2024-04-10 17:14:27,434;123145596444672;INFO;main.py;121;j2 is playing
2024-04-10 17:14:27,435;123145579655168;INFO;main.py;121;j1 is playing
2024-04-10 17:14:27,435;123145596444672;INFO;main.py;121;j2 is playing
2024-04-10 17:14:27,435;123145596444672;INFO;main.py;121;j2 is playing
2024-04-10 17:14:27,435;123145596444672;INFO;main.py;121;j2 is playing
2024-04-10 17:14:27,435;123145596444672;INFO;main.py;121;j2 is playing
2024-04-10 17:14:27,435;123145579655168;INFO;main.py;121;j1 is playing
2024-04-10 17:14:27,436;123145596444672;INFO;main.py;121;j2 is playing
2024-04-10 17:14:27,436;123145579655168;INFO;main.py;121;j1 is playing
2024-04-10 17:14:27,436;123145596444672;INFO;main.py;121;j2 is playing
2024-04-10 17:14:27,436;123145579655168;INFO;main.py;121;j1 is playing
2024-04-10 17:14:27,436;123145596444672;INFO;main.py;121;j2 is playing
2024-04-10 17:14:27,437;123145579655168;INFO;main.py;121;j1 is playing
2024-04-10 17:14:27,437;123145596444672;INFO;main.py;121;j2 is playing
2024-04-10 17:14:27,437;123145579655168;INFO;main.py;121;j1 is playing
2024-04-10 17:14:27,437;123145596444672;INFO;main.py;121;j2 is playing
2024-04-10 17:14:27,437;123145579655168;INFO;main.py;121;j1 is playing
2024-04-10 17:14:27,438;123145596444672;INFO;main.py;121;j2 is playing
